term_str,n,p,port_stem,stop,df,tf_sum,tf_mean,tf_max,tfidf_sum,tfidf_mean,tfidf_max,tfth_sum,tfth_mean,tfth_max,th_sum,th_mean,th_max
'am,4,2.478422236404305e-05,'am,0,4.0,0.001983975542923137,3.743350080987051e-05,0.0006653319730306516,0.007396103007816292,0.00013954911335502438,0.002480304671335857,4.306284601221198e-05,8.125065285323016e-07,1.4441250752217626e-05,0.02170533107921498,0.0004095345486644336,0.007021672802747615
'amen,1,6.196055591010763e-06,'amen,0,1.0,0.0006139082564745554,1.1583174650463309e-05,0.0006138701659562202,0.0035164176594858357,6.634750300916672e-05,0.003516199480026739,4.021719263818803e-06,7.5881495543751e-08,4.021469732443809e-06,0.00655101022246227,0.00012360396646155227,0.006549858896714854
'an,6,3.717633354606457e-05,'an,0,6.0,0.005406922088136521,0.00010201739788936833,0.001517427820143005,0.016993728782712905,0.0003206363921266586,0.00476921183669965,0.0002916083409802863,5.502044169439364e-06,8.183853992646272e-05,0.05393241038558929,0.0010175926487847036,0.014209431420744014
'and,156,0.000966584672197679,'and,0,47.0,0.09535369444777636,0.001799126310335403,0.004616244733526117,0.01652780869969316,0.0003118454471640219,0.0008001410989741148,0.0792295250277316,0.0014948966986364453,0.003835644541799616,0.8309014714802091,0.01567738625434357,0.03581774097284018
'another,2,1.2392111182021525e-05,'anoth,0,2.0,0.0014225749408283408,2.6841036619402656e-05,0.0007385474004875358,0.006725821160891343,0.00012690228605455363,0.003491793361429499,2.1161577622972415e-05,3.9927504949004556e-07,1.0986295129422912e-05,0.014875545052586403,0.0002806706613695548,0.007683124753700454
'anti,1,6.196055591010763e-06,'anti,0,1.0,0.0006523499198665895,1.2308489054086593e-05,0.0006523118677899177,0.003736608449536501,7.050204621766984e-05,0.003736390490268194,4.503832044534068e-06,8.497796310441639e-08,4.5035693325185465e-06,0.006904012566530459,0.00013026438804774452,0.006902862359988858
'antimonial,1,6.196055591010763e-06,'antimoni,0,1.0,0.00046321382986346427,8.739883582329514e-06,0.00046317558865070275,0.002653251970911496,5.0061357941726335e-05,0.0026530329282867106,2.3769166905983486e-06,4.484748472827073e-08,2.3767204611876056e-06,0.005131359509060775,9.681810394454292e-05,0.005130203760083129
'any,1,6.196055591010763e-06,'ani,0,1.0,0.00035578265080663326,6.712880203898741e-06,0.0003557443021626925,0.0020378947229340314,3.845084382894399e-05,0.0020376750649519974,1.4504816731605884e-06,2.7367578738879024e-08,1.4503253305027872e-06,0.004076875783212151,7.692218458890851e-05,0.004075716838476568
'anybody,1,6.196055591010763e-06,'anybodi,0,1.0,0.0005192466496767114,9.797106597673801e-06,0.0005192084644967693,0.002974203505646646,5.611704727635181e-05,0.0029739847839733956,2.9422823457840967e-06,5.551476124120937e-08,2.9420659715795e-06,0.005666444545412079,0.00010691404802664299,0.005665290448342657
'anything,1,6.196055591010763e-06,'anyth,0,1.0,0.0005691872381700866,1.0739381852265785e-05,0.0005691491029307331,0.0032602592239907736,6.151432498095799e-05,0.0032600407883732413,3.4925085079442055e-06,6.58963869423435e-08,3.492274511749346e-06,0.006135957157388974,0.00011577277655450894,0.006134804525227492
'appears,1,6.196055591010763e-06,'appear,0,1.0,0.0007107654100208941,1.3410668113601776e-05,0.0007107274163597124,0.004071207730454677,7.681524019725805e-05,0.004070990105785652,5.2839946103631004e-06,9.969801151628491e-08,5.2837121566898045e-06,0.007434231514175358,0.0001402685191353841,0.007433083002166304
'are,18,0.00011152900063819373,'are,0,16.0,0.01149598127416127,0.00021690530705964663,0.0014214541219927195,0.019864141188898773,0.000374795116771675,0.002456159652614393,0.0013710319655714765,2.586852765229201e-05,0.00016952524472405606,0.11926184749909526,0.0022502235377187783,0.013444705474625961
'as,13,8.054872268313991e-05,'a,0,10.0,0.007675457466356605,0.00014481995219540764,0.0014770940624284099,0.018467092021070847,0.00034843569851077073,0.0035538770287252973,0.000602443479209449,1.136685809829149e-05,0.00011593650150358957,0.07848958604097608,0.001480935585678794,0.013889148827352768
'ask,1,6.196055591010763e-06,'ask,0,1.0,0.00046321382986346427,8.739883582329514e-06,0.00046317558865070275,0.002653251970911496,5.0061357941726335e-05,0.0026530329282867106,2.3769166905983486e-06,4.484748472827073e-08,2.3767204611876056e-06,0.005131359509060775,9.681810394454292e-05,0.005130203760083129
'at,10,6.196055591010763e-05,'at,0,8.0,0.006768264300395656,0.0001277031000074652,0.0015420082291571855,0.018463286626939187,0.0003483638986214941,0.004206475789422663,0.00046081805384309057,8.694680261190389e-06,0.00010498780774986954,0.06808511508868709,0.001284624812994096,0.014403858499138143
'attend,1,6.196055591010763e-06,'attend,0,1.0,0.000577069223949837,1.0888098565091264e-05,0.0005770310965924693,0.0033054066115611822,6.236616248228646e-05,0.0033051882210910375,3.5832920154975167e-06,6.76092833112739e-08,3.583055264949129e-06,0.006209466502079484,0.00011715974532225442,0.006208314100527855
'ay,7,4.337238913707534e-05,'ay,0,6.0,0.004822600034375585,9.099245347878462e-05,0.0019230583064025499,0.015157229136239651,0.00028598545540074814,0.006044091399809903,0.00023350630775989157,4.405779391696068e-06,9.311289377809469e-05,0.04841917349468215,0.000913569311220418,0.01735056622431717
'aye,3,1.8588166773032286e-05,'ay,0,3.0,0.0021235763593738704,4.0067478478752273e-05,0.0008333268139464115,0.008797887568658905,0.0001659978786539416,0.0034524379519891334,4.706544115629221e-05,8.880271916281549e-07,1.846926481010527e-05,0.022163291161410976,0.00041817530493228256,0.008523958295236828
